headline,date,doc_type,material_type,section,keywords
Art Deco Dominates the High Jewelry Season,2021-01-29,article,News,,"['Jewels and Jewelry', 'Art Deco', 'your-feed-fashion']"
"Mets Bet Big, Trading for Francisco Lindor and Carlos Carrasco",2021-01-07,article,News,,"['Baseball', 'Trades (Sports)']"
"After Riot, Business Leaders Reckon With Their Support for Trump",2021-01-07,article,News,,"['Corporations', 'Corporate Taxes', 'Tax Cuts and Jobs Act (2017)', 'United States Politics and Government']"
"$1.7 Million Homes in Washington, Utah and Pennsylvania",2021-01-06,article,News,,['Real Estate and Housing (Residential)']
Undine Spragg’s Life in Objects,2021-01-26,article,News,,"['Fashion and Apparel', 'Dresses', 'Culture (Arts)', 'Books and Literature', 'Opera', 'Jewels and Jewelry', 'Women and Girls']"
The Deplatforming of President Trump,2021-01-08,article,News,,"['Storming of the US Capitol (Jan, 2021)', 'Social Media', 'Futures and Options Trading']"
How Trump’s Legacy Gets Undone,2021-01-20,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'United Nations Framework Convention on Climate Change', 'Executive Orders and Memorandums', 'United States Politics and Government']"
"Sun Records, Storied Early Rock Label, Sells Its High-Wattage Catalog",2021-01-28,article,News,,"['Pop and Rock Music', 'Mergers, Acquisitions and Divestitures', 'Copyrights and Copyright Violations']"
Texas City Settles Mayor’s Race by Pulling Ping-Pong Balls From a Top Hat,2021-01-10,article,News,,"['Elections, Mayors', 'United States Politics and Government']"
The Man Who Turned Credit-Card Points Into an Empire,2021-01-05,article,News,,"['Customer Loyalty Programs', 'Airlines and Airplanes', 'Credit Cards', 'Travel and Vacations', 'Budget Travel', 'Frequent Flier Programs', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile', 'Blogs and Blogging (Internet)']"
