headline,date,doc_type,material_type,section,keywords
A London-Based Jewelry Designer Highlights an Old Enamel Technique,2015-05-13,article,Special Report,,['Jewels and Jewelry']
"Review: A ’60s View of Warhol’s Soup Cans, at MoMA",2015-05-07,article,Review,,['Art']
Beyond Green Jade,2015-05-13,article,Special Report,,"['Jade', 'Jewels and Jewelry']"
"Review: ‘The Last Alaskans,’ a New Animal Planet Series",2015-05-24,article,Review,,['Television']
Shopping Events and Sales Happening This Week in New York,2015-05-06,article,News,,"['Dresses', 'Fashion and Apparel', 'Shopping and Retail']"
Christie’s Has Art World’s First $1 Billion Week,2015-05-14,article,News,,"['Art', 'Auctions']"
"At Frieze, Artists’ Trash Is Collectors’ Treasure",2015-05-13,article,News,,[]
"In France, a Home With a Painterly Touch",2015-05-28,article,News,,"['Real Estate and Housing (Residential)', 'Art']"
First Manhattan Condo by a Chinese Developer,2015-05-08,article,News,,"['Real Estate and Housing (Residential)', 'Condominiums']"
"A Review of Tarry Lodge, in New Haven",2015-05-15,article,Review,,['Restaurants']
