headline,date,doc_type,material_type,section,keywords
"The Basics, Word for Word",1995-01-19,article,News,,['TERMS NOT AVAILABLE']
Iran's Currency Falls Sharply Against Dollar,1995-01-31,article,News,,['Currency']
"Data Bank/January 8, 1995",1995-01-08,article,Statistics,,['NO INDEX TERMS']
"Equity Funds:Some Winners, Lots of Losers",1995-01-14,article,,,[]
The Romanovs in Florida,1995-01-08,article,News,,"['Museums', 'SHOWS (EXHIBITS)', 'Art', 'NYTRAVEL']"
"Data Bank/January 29, 1995",1995-01-29,article,Statistics,,['NO INDEX TERMS']
The Timeless Heart of Damascus,1995-01-08,article,News,,"['NYTRAVEL', 'Travel and Vacations']"
Stocks of Auto Makers Help to Lift Market,1995-01-05,article,News,,"['Sales', 'Automobiles', 'Stocks and Bonds', 'Dow Jones Stock Average']"
Paris Seafood Legend Reborn,1995-01-15,article,News,,"['Restaurants', 'NYTRAVEL']"
Stocks End Day Mixed; Inflation Data Awaited,1995-01-10,article,News,,"['United States Economy', 'PRICES', 'Stocks and Bonds', 'Dow Jones Stock Average']"
