headline,date,doc_type,material_type,section,keywords
INVESTING WITH: Dean E. McQuiddy; AmSouth Small Cap Fund,2000-08-20,article,News,,"['Mutual Funds', 'Stocks and Bonds']"
Fact and Fancy in Tequila,2000-08-02,article,News,,"['Tequila', 'Alcoholic Beverages']"
An Influx Of Tourists To Far North Of Canada,2000-08-13,article,News,,"['Economic Conditions and Trends', 'Travel and Vacations']"
Waterfront Fire Safety Is Examined,2000-08-06,article,News,,['FIRES AND FIREMEN']
Better Living Through Science,2000-08-20,article,News,,['Science and Technology']
Gill Spurns Nets for Less Money in L.A.,2000-08-06,article,News,,['Basketball']
Fauchon Opens A Market in Midtown,2000-08-16,article,News,,['Food']
Consumed,2000-08-06,article,Review,,"['Reviews', 'Restaurants']"
Investing; Why Few Funds Are Lining Up To Buy Linux,2000-08-20,article,News,,"['Mutual Funds', 'Computers and the Internet']"
Lewinsky Interview Did Have Its Costs,2000-08-07,article,News,,"['Immunity from Prosecution', 'News and News Media']"
