headline,date,doc_type,material_type,section,keywords
Quotation of the Day,2016-04-06,article,Quote,,[]
An Activism-Shy BlackRock Throws a Surprise Punch,2016-04-05,article,News,,"['Shareholder Rights and Activism', 'Gold', 'Mines and Mining', 'Mergers, Acquisitions and Divestitures']"
13 Noteworthy Watches from Baselworld,2016-04-04,multimedia,Interactive Feature,,"['Watches and Clocks', 'Fashion and Apparel']"
Taking Shelter in Old-School Dividend Stocks,2016-04-09,article,News,,"['Mutual Funds', 'Stocks and Bonds', 'Personal Finances']"
Why Monetarism Failed,2016-04-13,article,News,,[]
"At Buccellati, Elegance Forever",2016-04-01,article,News,,['Jewels and Jewelry']
Exxon Mobil’s Sterling Credit Is Downgraded by Standard & Poor’s,2016-04-26,article,News,,"['Credit Ratings and Credit Rating Agencies', 'Oil (Petroleum) and Gasoline', 'Prices (Fares, Fees and Rates)']"
U.S.A. Hockey Has No Need for Miracles Anymore,2016-04-14,article,News,,"['Hockey, Ice', 'Youth']"
Politician in Louisiana Wants Cut of Hollywood Hits Filmed There,2016-04-05,article,News,,"['Movies', 'Television']"
SoHo: Chic Stores and Cobblestones,2016-04-27,article,News,,['Real Estate and Housing (Residential)']
