headline,date,doc_type,material_type,section,keywords
World Gold,1979-07-06,article,Archives,,[]
World Gold,1979-08-01,article,Archives,,[]
World Gold,1979-07-07,article,Archives,,[]
World Gold,1979-07-14,article,Archives,,[]
World Gold,1979-07-12,article,Archives,,[]
World Gold,1979-07-20,article,Archives,,[]
World Gold,1979-07-18,article,Archives,,[]
World Gold,1979-07-21,article,Archives,,[]
The Many Ways Of Buying Gold,1979-07-22,article,Archives,,['Gold']
World Gold,1979-07-04,article,Archives,,[]
