headline,date,doc_type,material_type,section,keywords
"Meal, With Water Views, Before the Theater",2001-01-14,article,Review,,"['Reviews', 'Restaurants']"
Removing Asbestos in Vermiculite,2001-01-21,article,News,,"['INSULATION', 'Hazardous and Toxic Substances', 'VERMICULITE', 'Asbestos']"
It's Time to Rethink Our Public Libraries,2001-01-17,article,,,[]
"Repent, Commuters! Enough Abominations!",2001-01-07,article,News,,[]
The Commuter's Tale,2001-01-21,article,News,,[]
OFF THE MENU,2001-01-03,article,News,,['Restaurants']
Thomas Hardy in a Cloak of Snow,2001-01-07,article,News,,['MOTION PICTURES']
Where Food and Talk Coexist,2001-01-24,article,Review,,"['Reviews', 'Restaurants']"
Rebooted Any Good Books Lately?,2001-01-04,article,News,,"['COMPUTER SOFTWARE', 'Books and Literature', 'Computers and the Internet']"
Victory Is First Major Title for Frenchwoman : Cavagnoud Triumphs In Women's Super-G,2001-01-30,article,,,[]
