headline,date,doc_type,material_type,section,keywords
"House Hunting in . . . Montevideo, Uruguay",2017-01-04,article,News,,"['Real Estate and Housing (Residential)', 'Historic Buildings and Sites']"
Run-Up Since Election Slows as Investors Consider Risks,2017-01-18,article,News,,"['US Dollar (Currency)', 'Stocks and Bonds', 'International Trade and World Market']"
"Without Obamacare, I Will Get Sicker, Faster, Until I Die",2017-01-14,article,Op-Ed,,"[""Parkinson's Disease"", 'Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care', 'United States Politics and Government']"
"Need a Reason to See the Winter Antiques Show? Here, Feast Your Eyes",2017-01-19,article,News,,"['Art', 'Antiques']"
The Best Foam Rollers,2017-01-05,wirecutterarticle,,,[]
Should Ivanka Trump the Woman Wear Ivanka Trump the Brand?,2017-01-12,article,News,,['Fashion and Apparel']
U.S. Team Wins Bocuse d’Or Competition for First Time,2017-01-25,article,News,,"['Cooking and Cookbooks', 'Chefs', 'Contests and Prizes']"
Harry Macklowe on New York Real Estate,2017-01-27,article,News,,"['Real Estate and Housing (Residential)', 'Architecture']"
"A Korean Spa Offers Saunas, Bibimbap and a Taste of Home in New Jersey",2017-01-02,article,News,,"['Korean-Americans', 'Saunas and Sweat Lodges', 'Spas']"
A Plea for Fifth Avenue,2017-01-09,article,Op-Ed,,"['Pedestrian Malls', 'United States Politics and Government']"
