headline,date,doc_type,material_type,section,keywords
Scouting Report,2010-07-14,article,News,,"['Shopping and Retail', 'Fashion and Apparel']"
Jewelry Line That Began in Friendship and a Ring,2010-07-12,article,News,,"['Fashion and Apparel', 'Jewels and Jewelry']"
U.S. Changes Tariff Status of Some Goods,2010-07-01,article,News,,"['International Trade and World Market', 'Customs (Tariff)']"
"High-Rise Dwellers Live the High, High Life",2010-07-02,article,News,,['Housing and Real Estate']
What’s for Sale on the Bug Market?,2010-07-26,article,,,"['Computer Security', 'Credit Cards', 'Telephones and Telecommunications']"
Russia Moves to Sell Shares in State Companies,2010-07-28,article,News,,"['Oil (Petroleum) and Gasoline', 'Privatization', 'Economic Conditions and Trends']"
Russia Moves to Sell Shares in State Companies,2010-07-28,article,,,[]
An Artificial Heart Its Makers Say Could Be a Standard Replacement,2010-07-13,article,News,,"['Heart', 'Transplants', 'Medicine and Health']"
"In Hollywood, Everybody’s a Digital Revolutionary",2010-07-24,article,News,,"['Online Advertising', 'Social Networking (Internet)', 'Consumer Behavior', 'Recordings and Downloads (Video)', 'Computers and the Internet', 'Movies']"
New Chief Named for Pharmaceutical Lobby,2010-07-13,article,,,[]
