headline,date,doc_type,material_type,section,keywords
Platinum at a 3 1/2-Year High; South Africa Violence Cited,1994-04-01,article,News,,"['PRICES', 'FUTURES TRADING', 'Politics and Government', 'PLATINUM', 'Demonstrations and Riots']"
CHEVRON NEGOTIATING SALE OF REFINERY IN TEXAS,1994-03-25,article,News,,"['Mergers, Acquisitions and Divestitures']"
"A Frame Is Worth 1,000 Words",1994-03-03,article,News,,"['PICTURE FRAMES', 'Restoration and Rehabilitation', 'Antiques', 'Collectors and Collections']"
The Honor Of Your Presence,1994-03-31,article,News,,['Stationery']
"Stocks Rally Sharply, With the Dow Up 32.08",1994-03-12,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average']"
Mutual Funds; Betting the Bull Market Is Finished,1994-03-20,article,News,,"['INVESTMENT STRATEGIES', 'Mutual Funds', 'Stocks and Bonds']"
Miner's Stock Rises as It Unwinds Diversification : MIM Is Getting Back on Track,1994-03-19,article,,,[]
Seeing a City In the Windows Of Its Shops; HONG KONG: THE FINE AND THE FAKE,1994-03-06,article,News,,"['SPECIAL SECTIONS', 'Travel and Vacations', 'NYTRAVEL', 'RETAIL STORES AND TRADE']"
BUSINESS DIGEST,1994-03-04,article,Summary,,['NO INDEX TERMS']
Expect Reports of Sightings of Elvis's Stuff,1994-03-27,article,News,,['Auctions']
