headline,date,doc_type,material_type,section,keywords
Amax Inc. reports earnings for Qtr to March 31,1992-04-18,article,Statistics,,['COMPANY EARNINGS']
Coins,1992-04-26,article,News,,"['Numismatics', 'SHOWS (EXHIBITS)']"
Lure Acquires a Tie On Road to the Derby,1992-04-05,article,News,,"['Horse Racing', 'THOROUGHBRED RACING']"
POSTINGS: The Polish Consulate; Beaux-Arts Style Restoration,1992-04-19,article,News,,"['POLISH CONSULATE BUILDING', 'Restoration and Rehabilitation']"
BUSINESS DIGEST,1992-04-22,article,Summary,,['NO INDEX TERMS']
"Observer; Monkey Business, Anyone?",1992-04-14,article,Op-Ed,,['Presidential Election of 1992']
"It's Been Rough in Diamonds,but Some See an Upturn",1992-04-11,article,,,[]
OPEC Cut Sends Oil Above $20,1992-04-04,article,News,,"['International Trade and World Market', 'PRICES', 'Oil (Petroleum) and Gasoline']"
BUSINESS DIGEST,1992-04-01,article,Summary,,['NO INDEX TERMS']
"Style Makers; Uta Szczerba, Sculptor in Leather",1992-04-26,article,Biography,,"['Design', 'APPAREL']"
