headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1991-02-16,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-02-22,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-02-26,article,Summary,,['NO INDEX TERMS']
DOW SURGES 71.54,1991-02-12,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
By Design; Year-Round Hearts,1991-02-19,article,News,,"['Jewels and Jewelry', 'APPAREL']"
How Fed Chief Got War News,1991-02-21,article,News,,"['ARMAMENT, DEFENSE AND MILITARY FORCES', 'Persian Gulf War', 'Economic Conditions and Trends', 'DATA PROCESSING (COMPUTERS)', 'UNITED STATES ARMAMENT AND DEFENSE']"
Ceiling Moldings For the Ears,1991-02-14,article,News,,"['Jewels and Jewelry', 'Design']"
Auctions,1991-02-01,article,News,,"['Watches and Clocks', 'Auctions']"
Accord for Burks,1991-02-17,article,News,,['Baseball']
Topics of the Times; More Than a Token of Love,1991-02-10,article,Editorial,,"[""Valentine's Day"", 'Editorials', 'Greeting Cards', 'Art']"
