headline,date,doc_type,material_type,section,keywords
"FRIDAY, OCTOBER 9, 1981; Companies",1981-10-09,article,News,,['NO INDEX TERMS']
"Business Digest; SATURDAY, OCTOBER 17, 1981; The Economy",1981-10-17,article,News,,['NO INDEX TERMS']
BID PUT OFF,1981-10-02,article,News,,"['Mines and Mining', 'Mergers, Acquisitions and Divestitures', 'Gold', 'Stocks and Bonds']"
WHY WE OUGHT TO GO SLOW,1981-10-11,article,News,,"['Standards and Standardization', 'United States Economy', 'Currency', 'Gold']"
PROSPECTORS WARNED OF MERCURY HAZARDS IF HEATED TO A VAPOR,1981-11-01,article,News,,"['Poisoning and Poisons', 'Metals and Minerals', 'HAZARDOUS MATERIALS', 'Gold']"
Homestake Net Drops,1981-10-26,article,News,,"['Finances', 'Company Reports']"
Numismatics; THE VALUE OF SMART LONG-TERM INVESTMENTS,1981-10-18,article,News,,"['Numismatics', 'Collectors and Collections', 'Auctions', 'Biographical Information']"
Numismatics; SPECIALTY: PRISON MONEY,1981-11-01,article,News,,"['Numismatics', 'Prisons and Prisoners', 'Currency']"
PIECES OF SKYLAB MAY LAND IN COLLECTORS' POCKETS,1981-10-04,article,News,,"['Numismatics', 'ASTRONAUTICS']"
Crafts From 20 States At Morristown Show,1981-10-09,article,News,,['Handicrafts']
