headline,date,doc_type,material_type,section,keywords
COMMODITIES; Soybean Futures Rise 8c Wheat Prices Steady,1979-01-13,article,Archives,,[]
CURRENCY MARKETS,1979-01-26,article,Archives,,[]
CURRENCY MARKETS,1979-01-25,article,Archives,,[]
"Investment Strategies: Prudent or Speculative, Take Your Pick",1979-01-07,article,Archives,,"['PROPERTY AND INVESTMENTS', 'STOCKS AND BONDS (GENERAL)']"
CURRENCY MARKETS Dollar Up in New York After Slipping in Europe,1979-01-27,article,Archives,,[]
BUSINESS Digest,1979-01-05,article,Archives,,[]
COMMODITIES,1979-01-12,article,Archives,,[]
BUSINESS Digest,1979-01-25,article,Archives,,[]
Stocks Rise Sharply on Dollar Gain,1979-01-13,article,Archives,,"['STOCKS AND BONDS (GENERAL)', 'STOCK PRICES AND TRADING VOLUME']"
The Economy,1979-01-12,article,Archives,,[]
