headline,date,doc_type,material_type,section,keywords
Bond Prices Slip in Light Trading,1988-06-16,article,News,,"['Credit', 'Stocks and Bonds', 'BOND PRICES AND TRADING VOLUME', 'Government Bonds']"
Soybean Prices Go Still Higher,1988-06-17,article,News,,"['Drought', 'Weather', 'PRICES', 'Grain', 'Soybeans']"
Santo Domingo's Labor-Cost Lure,1988-06-06,article,News,,"['LABOR', 'INDUSTRIAL PARKS', 'FACTORIES AND INDUSTRIAL PLANTS']"
"Business Digest: Saturday, June 11, 1988",1988-06-11,article,Summary,,['News and News Media']
BUSINESS DIGEST,1988-06-01,article,Summary,,[]
THE DOLLAR RALLY GATHERS STRENGTH IN HEAVY TRADING,1988-06-25,article,News,,['Currency']
BUSINESS DIGEST,1988-06-08,article,Summary,,[]
BUSINESS DIGEST,1988-06-17,article,Summary,,[]
BUSINESS DIGEST,1988-06-18,article,Summary,,[]
European Intervention Is Overcome by Dollar,1988-06-29,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'Gold', 'Currency']"
