headline,date,doc_type,material_type,section,keywords
RESULTS PLUS,1991-07-26,article,News,,['NO INDEX TERMS']
The Life And Times Of Ellen Tracy,1991-07-14,article,News,,"['Reviews', 'APPAREL']"
U.N. Council Opens Discussion of Iraq Sanctions,1991-07-26,article,News,,"['United States International Relations', 'International Relations', 'SANCTIONS (ECONOMIC)', 'International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Medicine and Health', 'Food']"
Lewis vs. Johnson Lacks a Dash of Hype,1991-07-01,article,News,,['Track and Field']
"New Yorkers, etc.",1991-07-07,article,News,,['Robberies and Thefts']
Coins,1991-07-21,article,News,,['Numismatics']
Iraq Steps Up Pleas to End Trade Ban,1991-07-17,article,News,,"['United States International Relations', 'SANCTIONS (ECONOMIC)', 'International Trade and World Market', 'PRICES', 'Food']"
"New Dutch Muckrakers AimTo Make Profit, Not Pollution",1991-07-02,article,,,[]
Toward the Summit; Soviet Bid to Join I.M.F. Still a Puzzle,1991-07-29,article,News,,[]
BUSINESS DIGEST,1991-07-03,article,Summary,,['NO INDEX TERMS']
