headline,date,doc_type,material_type,section,keywords
Jewelry That Adds Face Value,2023-05-26,article,News,,"['Jewels and Jewelry', 'Body Piercing', 'Lips (Body Part)', 'Nose', 'your-feed-fashion']"
"$900,000 Homes in California",2023-05-29,article,News,,['Real Estate and Housing (Residential)']
Menendez Investigation Is Said to Involve Questions About Luxury Gifts,2023-05-26,article,News,,"['Halal Foods and Products', 'Gifts to Public Officials']"
"In Samuel Fosso’s Photos, ‘You Can See Evil, You Can See God’",2023-06-01,article,News,,"['Art', 'Photography', 'Content Type: Personal Profile']"
Restaurant Review: Fluid Japanese-French Cuisine at House Brooklyn,2023-05-23,article,Review,,"['Restaurants', 'French Food (Cuisine)', 'Japanese Food (Cuisine)']"
Mayor Adams Loves a Good Tale. Some of Them May Be Tall.,2023-06-01,article,News,,"['Mayors', 'Content Type: Personal Profile']"
"The Population of California Declined, Again",2023-05-03,article,briefing,,[]
Hip-Hop’s Next Takeover: Quilts,2023-05-15,article,News,,"['Textiles', 'Art', 'Black People', 'Blacks', 'Rap and Hip-Hop', 'Music']"
"In China, It’s Time to Splurge Again, and the Luxury Industry Is Relieved",2023-05-02,article,News,,"['Fashion and Apparel', 'Luxury Goods and Services', 'Jewels and Jewelry', 'Shopping and Retail', 'Coronavirus (2019-nCoV)', 'Lunar New Year', 'High Net Worth Individuals']"
Inside the Big World of Small Objects,2023-05-13,article,News,,"['Dollhouses', 'Collectors and Collections', 'Conventions, Fairs and Trade Shows']"
