headline,date,doc_type,material_type,section,keywords
World Gold,1980-02-02,article,Archives,,[]
World Gold,1980-02-13,article,Archives,,[]
World Gold,1980-02-07,article,Archives,,[]
World Gold,1980-02-05,article,Archives,,[]
COMMODITIES Gold Futures Rebound After an Early Sell-Off; New Silver Positions Spot Commodity Index,1980-02-01,article,Archives,,[]
World Gold,1980-02-01,article,Archives,,[]
World Gold,1980-02-29,article,Archives,,[]
World Gold,1980-02-06,article,Archives,,[]
World Gold,1980-02-14,article,Archives,,[]
CURRENCY MARKETS Dollar Moves Upward; Gold Drops Below $700; February Gold Contract Off,1980-02-13,article,Archives,,[]
