headline,date,doc_type,material_type,section,keywords
President Obama’s Statement on Muhammad Ali,2016-06-04,article,News,,['United States Politics and Government']
"As a Swimming Spectacle Grows, So Does the Opportunity",2016-06-25,article,News,,"['Swimming', 'Olympic Games', 'Television', 'Olympic Games (2016)']"
The Illicit Perks of the M.D. Club,2016-06-30,article,Op-Ed,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Nepotism']"
What to See in Muhammad Ali’s Louisville,2016-06-08,article,News,,"['Travel and Vacations', 'Museums']"
Venezuelans Ransack Stores as Hunger Grips the Nation,2016-06-19,article,News,,"['Shortages', 'Demonstrations, Protests and Riots', 'Food', 'Rationing and Allocation of Resources']"
Turning Cemeteries Into Wine at a California Diocese,2016-06-06,article,News,,"['Cemeteries', 'Wines', 'Start-ups']"
Costly Compromises Stir Fury With the European Union,2016-06-17,article,News,,"['Referendums', 'Great Britain Withdrawal from EU (Brexit)', 'Courts and the Judiciary']"
A Haven for New York Relics Saved From the Trash Heap. In Connecticut.,2016-06-13,article,News,,"['Architecture', 'Collectors and Collections']"
"Rangers’ Ian Desmond Switches to the Outfield, and Doesn’t Look Back",2016-06-23,article,News,,['Baseball']
"David Lamb, Author and War Correspondent in Vietnam, Dies at 76",2016-06-06,article,Obituary (Obit),,"['Deaths (Obituaries)', 'News and News Media', 'Vietnam War']"
