headline,date,doc_type,material_type,section,keywords
A PASSION FOR DETAILS: WHERE TRIMMINGS COST LESS,1987-02-05,article,News,,"['Home Furnishings', 'DRAPERY AND UPHOLSTERY']"
0.6% JANUARY RISE IN PRODUCER PRICES LED BY OIL SECTOR,1987-02-14,article,News,,"['United States Economy', 'PRICES', 'Oil (Petroleum) and Gasoline', 'Producer Price Index']"
'ORDINARY' IN BEL AIR HAS $3 MILLION ASKING PRICE,1987-02-03,article,News,,['Housing']
MINING EL DORADO AT 45 BELOW,1987-02-16,article,News,,"['Mines and Mining', 'COMPANY AND ORGANIZATION PROFILES', 'Gold']"
GIFTS OF THE HEART,1987-02-11,article,News,,[]
DOLLAR MOVES HIGHER AMID SHORT COVERING,1987-02-12,article,News,,"['Gold', 'Currency']"
"NUMISMATICS;
A NOTED COLLECTION TO BE AUCTIONED",1987-03-01,article,News,,"['Numismatics', 'Auctions']"
"DINING OUT;
A BAROQUE ATMOSPHERE IN DENVILLE",1987-02-08,article,Review,,"['RESTAURANT REVIEWS', 'Reviews']"
"NUMISMATICS;
AN SILAND NATION HONORS THE CUP",1987-02-08,article,News,,"['Numismatics', 'Boats and Boating', 'RACES AND REGATTAS']"
WHAT'S NEW IN JEWELRY,1987-02-22,article,News,,"['Sales', 'Jewels and Jewelry', 'Television']"
