headline,date,doc_type,material_type,section,keywords
"In Antwerp, Tapping into a World of Jewelry Inspiration",2016-11-22,article,News,,['Jewels and Jewelry']
2016 Holiday Gift Guide - Style,2016-11-21,multimedia,Interactive Feature,,"['Gifts', 'Fashion and Apparel']"
Crowds Line Up at India’s Banks to Exchange Banned Rupee Notes,2016-11-10,article,News,,"['Indian Rupee (Currency)', 'Banking and Financial Institutions', 'Economic Conditions and Trends', 'Bribery and Kickbacks', 'Black Markets', 'Currency']"
The Plush Pleasure of Velvet,2016-11-27,article,News,,"['Fashion and Apparel', 'Textiles']"
Going Beyond Time,2016-11-27,article,News,,"['Watches and Clocks', 'Philanthropy']"
When Having Insurance Still Leaves You Dangerously Uncovered,2016-11-28,article,News,,"['Health Insurance and Managed Care', 'Presidential Election of 2016', 'Patient Protection and Affordable Care Act (2010)']"
"Sichuan Dry Pot, from Subtle to Scorching, at MaLa Project",2016-12-01,article,Review,,"['Restaurants', 'Chinese Food (Cuisine)']"
Boghossian Keeps Jewelry in the Family,2016-11-22,article,News,,['Jewels and Jewelry']
Time to Move the Standing Rock Pipeline,2016-11-04,article,Editorial,,"['Pipelines', 'Native Americans', 'Demonstrations, Protests and Riots', 'Oil (Petroleum) and Gasoline', 'Water', 'Editorials']"
Art for East Germany’s Secret Police Is for Sale in Miami,2016-11-22,article,News,,"['Stained Glass', 'Cold War Era', 'Art', 'Art Basel Miami Beach']"
