headline,date,doc_type,material_type,section,keywords
"At a ‘Defense’ Expo, an Antiseptic World of Weaponry",2017-02-23,article,News,,"['Arms Trade', 'Defense and Military Forces', 'Firearms', 'Conventions, Fairs and Trade Shows', 'Military Vehicles']"
A Gramercy Condo With a Three-Dimensional Glass Facade,2017-02-17,article,News,,['Real Estate and Housing (Residential)']
America’s Most Expensive House ... Times Two,2017-02-03,article,News,,"['Real Estate and Housing (Residential)', 'High Net Worth Individuals', 'Luxury Goods and Services']"
"Donald Trump, Iraq, Jacqueline Kennedy: Your Friday Briefing",2017-02-10,article,briefing,,[]
His Art Is on the Oxxo Shelves. Keep Your Receipt.,2017-02-08,article,News,,['Art']
"In Denmark, Brewery’s Departure Offers a Chance to Go Green",2017-02-22,article,News,,"['Real Estate and Housing (Residential)', 'Greenhouse Gas Emissions', 'Energy Efficiency']"
"The Ironbound, Newark: Convenient, but a World Apart",2017-03-01,article,News,,['Real Estate and Housing (Residential)']
"Real-Life Mario Kart Rides? Not So Fast, Says Nintendo",2017-02-28,article,News,,"['Computer and Video Games', 'Go-Karts (Automobiles)']"
"With No Frills and No Commissions, Robinhood App Takes On Big Brokerages",2017-02-18,article,News,,"['Stocks and Bonds', 'Financial Brokers']"
"In the Annals of Party Throwing, Stephen Schwarzman Has Some Competition",2017-02-15,article,News,,['Parties (Social)']
