headline,date,doc_type,material_type,section,keywords
Foraging for Treasure in Trump’s Atlantic City Ruins,2017-07-07,article,News,,['Casinos']
Lace and Lavish Detail From Guo Pei and Ralph & Russo,2017-07-04,article,News,,"['Couture Fashion Week', 'Couture (Fashion)']"
What’s New in NYC Theater,2017-07-06,article,News,,['Theater']
Ex-Fiat Chrysler Executive Accused of Siphoning Millions With Union Leader,2017-07-27,article,News,,"['Automobiles', 'Corruption (Institutional)', 'Organized Labor', 'Embezzlement']"
"Venus Williams, Defying Age and Skeptics, Reaches Wimbledon Final",2017-07-14,article,News,,"['Tennis', 'Wimbledon Tennis Tournament']"
What Gucci Can Teach the Democrats,2017-07-08,article,News Analysis,,"['Fashion and Apparel', 'Shopping and Retail', 'Voting and Voters']"
How to Survive a Lavish Wedding,2017-07-20,article,News,,"['Weddings and Engagements', 'Customs, Etiquette and Manners', 'Luxury Goods and Services', 'Gifts']"
"After Decades of War, Colombian Farmers Face a New Test: Peace",2017-07-18,article,News,,"['Coca (Plant)', 'Agriculture and Farming', 'vis-photo']"
"It’s Me, Your Chill Bride!",2017-07-06,article,Op-Ed,,['Weddings and Engagements']
When Will Kabila Go? Congolese Leader Long Overstays His Welcome,2017-07-23,article,News,,['Elections']
