headline,date,doc_type,material_type,section,keywords
Bitcoin Has Lost Steam. But Criminals Still Love It.,2020-01-28,article,News,,"['Bitcoin (Currency)', 'Virtual Currency', 'Black Markets', 'Prices (Fares, Fees and Rates)', 'Cyberattacks and Hackers', 'Drug Abuse and Traffic']"
"In Paris, Champagne and a Butterfly",2020-01-23,article,News,,"['Jewels and Jewelry', 'Couture Fashion Week', 'your-feed-fashion']"
A Party Spot Opens Near Chinatown,2020-01-22,article,News,,"['Bars and Nightclubs', 'Parties (Social)']"
He Says Jewelry Offers ‘Heart-Shaking Inspiration’,2020-01-25,article,News,,"['Jewels and Jewelry', 'Collectors and Collections', 'your-feed-fashion']"
Collectors Are Spending Thousands on Video Games They Will Never Play,2020-01-27,article,News,,"['Computer and Video Games', 'Collectors and Collections', 'Comic Books and Strips', 'Auctions']"
Global Markets Are on Edge as Coronavirus Spreads,2020-01-28,article,News,,"['Economic Conditions and Trends', 'Coronavirus (2019-nCoV)', 'Epidemics', 'Travel Warnings']"
‘Bad Boys for Life’ Tops Box Office (Again),2020-01-26,article,News,,['Movies']
How to Convince a White Realtor You’re Middle Class,2020-01-21,article,Op-Ed,,"['Discrimination', 'Race and Ethnicity', 'Black People', 'Blacks', 'Whites', 'Hotels and Travel Lodgings', 'Real Estate and Housing (Residential)']"
Mario Buatta Auction Shatters Estimates for Chintz,2020-01-27,article,News,,"['Interior Design and Furnishings', 'Auctions']"
The Coronavirus Is Unwinding Global Economic Gains,2020-01-28,article,News,,['Coronavirus (2019-nCoV)']
