headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1993-06-02,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-06-23,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1993-06-09,article,Summary,,['NO INDEX TERMS']
Wall Street; Investors Bring Precious Metals Back in Fashion,1993-06-20,article,News,,"['Gold', 'INVESTMENT STRATEGIES', 'PLATINUM', 'Mutual Funds', 'Stocks and Bonds', 'Silver']"
Cigarette Companies Try to Stage a Comeback for Some Well-Known Brands of Yesteryear.,1993-06-29,article,News,,"['MARKETING AND MERCHANDISING', 'ADVERTISING', 'SMOKING']"
Dollar Hits New Low Vs. the Yen,1993-06-11,article,News,,"['Records and Achievements', 'International Trade and World Market', 'Currency']"
"In a Glut of Information, Some Items to Ignore",1993-06-19,article,News,,"['INVESTMENT STRATEGIES', 'Stocks and Bonds']"
"POSTINGS: Browsers Welcome; House-Hunting, Via Video",1993-06-13,article,News,,"['Condominiums', 'Recordings (Video)', 'Housing', 'Cooperatives', 'Brokers and Brokerage Firms']"
In the Cause of New War Memorials,1993-06-20,article,News,,"['Numismatics', 'World War II (1939-45)']"
U.S. Awaits 2d Key Index Of Inflation,1993-06-14,article,News,,"['United States Economy', 'PRICES', 'Consumer Price Index', 'Producer Price Index', 'Credit']"
