headline,date,doc_type,material_type,section,keywords
Futures Prices Soar For Precious Metals And Farm Products,1978-03-08,article,Archives,,[]
"Gold Bars in a Couch, Cash in a Closet and a Case in Court",1978-03-23,article,Archives,,['Wills and Estates']
"For Oil Pricing, a Basket Of Currencies in Offing?; Pricing of Crude Oil; A Buyer's Oil Market",1978-03-17,article,Archives,,"['Oil (Petroleum) and Gasoline', 'International Trade and World Market', 'Currency']"
"Gold Bars in a Couch, Cash in a Closet and a Case in Court",1978-03-23,article,Archives,,[]
Speculation and Soaring Demand Put Diamond Prices at New Highs,1978-03-18,article,Archives,,[]
Money,1978-03-03,article,Archives,,[]
Money,1978-03-28,article,Archives,,[]
Speculation and Soaring Demand Put Diamond Prices at New Highs,1978-03-18,article,Archives,,['Jewels and Jewelry']
Letdown Over Dollar Pact Spurs Futures‐Price Surge In Grains and Soybeans,1978-03-14,article,Archives,,['Currency']
Weak Dollar Abroad Lifts Prices Of Imports Stirring U.S. Inflation,1978-03-09,article,Archives,,"['COMMERCE', 'Economic Conditions and Trends', 'Automobiles', 'International Trade and World Market', 'Currency']"
