headline,date,doc_type,material_type,section,keywords
COMMODITIES Gold Up as Silver Falls; Soybeans and Grains Off,1978-08-03,article,Archives,,[]
COMMODITY MARKETS Futures in Swiss Francs And German Marks Rise,1978-08-09,article,Archives,,[]
COMMODITIES,1978-08-02,article,Archives,,['Currency']
BUSINESS Digest,1978-08-01,article,Archives,,[]
INVESTING,1978-08-06,article,Archives,,"['Collectors and Collections', 'Numismatics']"
COMMODITIES,1978-08-01,article,Archives,,"['Gold', 'PLATINUM', 'Currency', 'Currency']"
COMMODITIES,1978-08-08,article,Archives,,[]
Market Maintains Firm Tone,1978-08-02,article,Archives,,[]
A.&‐P. to Offer Trading Stamps,1978-08-03,article,Archives,,['FOOD AND GROCERY TRADE']
BUSINESS Digest,1978-08-02,article,Archives,,[]
