headline,date,doc_type,material_type,section,keywords
"FRIDAY, OCTOBER 7, 1983",1983-10-07,article,Summary,,['TERMS NOT AVAILABLE']
"SATURDAY, OCTOBER 15, 1983",1983-10-15,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST TUESDAY, OCTOBER 4, 1983",1983-10-04,article,Summary,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1983-11-01,article,Summary,,['TERMS NOT AVAILABLE']
BUSINESS DIGEST,1983-10-25,article,Summary,,['TERMS NOT AVAILABLE']
"THURSDAY, OCTOBER 13, 1983",1983-10-13,article,Summary,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST SATURDAY, OCTOBER 1, 1983",1983-10-01,article,Summary,,['TERMS NOT AVAILABLE']
"Dow Off 8.64; Trading Lighter;  Technology, Metals Down",1983-10-27,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'MARKET PLACE (TIMES COLUMN)', 'STOCK PRICES AND TRADING VOLUME']"
"TUESDAY, OCTOBER 18, 1983",1983-10-18,article,Summary,,['TERMS NOT AVAILABLE']
Texas Instruments Soars 22 3/4;  Dow Closes 1.72 Higher,1983-11-01,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
