headline,date,doc_type,material_type,section,keywords
A Loud Season Ends Quietly for Aaron Judge and the Yankees,2022-10-24,article,News,,"['Baseball', 'Playoff Games']"
"As Warehouses Multiply, Some Cities Say: Enough",2022-10-10,article,News,,"['Warehouses', 'Zoning', 'Building (Construction)', 'Regulation and Deregulation of Industry', 'Land Use Policies', 'City Councils', 'Law and Legislation']"
There’s (Still) Something About Phoebe,2022-10-06,article,News,,"['Fashion and Apparel', 'Paris Fashion Week', 'Content Type: Personal Profile', 'Shopping and Retail']"
Louis Vuitton Marks 20 Years of Watchmaking,2022-10-20,article,News,,"['Watches and Clocks', 'Advertising and Marketing', 'your-feed-fashion']"
"In Brooklyn, a New Gathering Space for Tower Records",2022-10-27,article,News,,"['Theater', 'Interior Design and Furnishings']"
Would You Go ‘Targaryen Blond’?,2022-10-23,article,News,,"['Hair', 'Television']"
$3 Million Homes in California,2022-10-17,article,News,,['Real Estate and Housing (Residential)']
Where Defending Nature Can Be Deadly,2022-10-04,article,News,,"['Murders, Attempted Murders and Homicides', 'Drug Cartels', 'Organized Crime', 'Drug Abuse and Traffic', 'Global Warming', 'Greenhouse Gas Emissions', 'Demonstrations, Protests and Riots', 'internal-storyline-no', 'internal-sub-only-nl']"
Why It's Time To Bridge the Women’s Wealth Gap,2022-10-14,paidpost,,,['Personal Finances']
What to Know About New York’s Midterm Elections,2022-10-29,article,News,,"['Midterm Elections (2022)', 'United States Politics and Government', 'Politics and Government', 'Elections, Governors', 'Elections, House of Representatives', 'Elections, State Legislature', 'Elections, Attorneys General']"
