headline,date,doc_type,material_type,section,keywords
Pot Enthusiasts Convene In Entrepreneurial Bliss,2015-06-19,article,News,,"['Conventions, Fairs and Trade Shows', 'Entrepreneurship', 'Law and Legislation', 'Marijuana']"
"With All Eyes on Greece, Markets Hold Steady",2015-06-30,article,News,,"['Stocks and Bonds', 'European Sovereign Debt Crisis (2010- )']"
Mom and Dad Have Their Own Set of Finals,2015-06-05,article,News,,"['Education (K-12)', 'Parenting']"
Turning the Watch Strap Into a Statement,2015-06-04,article,News,,"['Watches and Clocks', 'Fashion and Apparel', 'Luxury Goods and Services']"
Asia Markets Slide on Fears About Greece; China Extends Tumble,2015-06-29,article,News,,"['Stocks and Bonds', 'Economic Conditions and Trends', 'International Trade and World Market']"
Christie’s Postpones Sale of Old Masters,2015-06-25,article,News,,"['Art', 'Auctions', 'Metals and Minerals', 'News Sources, Confidential Status of', 'Philanthropy']"
Rare Klimt Portrait Brings $39 Million at Auction,2015-06-24,article,News,,['Art']
"The Friendly, Heavy Skies",2015-06-12,article,News,,['Books and Literature']
Review: ‘Guys and Dolls’ in East Haddam Revives the World and Patois of Damon Runyon’s New York,2015-06-06,article,Review,,['Theater']
Greece’s Debt Crisis Sends Stocks Falling Around the Globe,2015-06-29,article,News,,"['Stocks and Bonds', 'Credit and Debt', 'Banking and Financial Institutions']"
