headline,date,doc_type,material_type,section,keywords
A fair for oligarchs with money to burn  - Business - International Herald Tribune,2006-10-31,article,News,,[]
A fair for oligarchs with money to burn - Business - International Herald Tribune,2006-10-31,article,News,,[]
"36 HOURS: Sutter Creek, Calif.",2006-10-04,article,News,,[]
"36 Hours in Sutter Creek, Calif.",2006-10-04,article,News,,[]
Stoned by the scent of exotica - Style & Design - International Herald Tribune,2006-10-20,article,News,,[]
"36 Hours in Sutter Creek, Calif.",2006-10-04,article,News,,['Travel and Vacations']
Beijing's property rules fail to cool investment - Business - International Herald Tribune,2006-10-25,article,News,,[]
Comings and Goings,2006-10-22,article,News,,['Travel and Vacations']
Prescient Collection Goes on the Block,2006-10-01,article,News,,"['Auctions', 'Collectors and Collections', 'Automobiles']"
Chicago Exchange to Buy Rival for $8 Billion,2006-10-17,article,News,,[]
