headline,date,doc_type,material_type,section,keywords
POOR PRICED OUT OF JERSEY HOUSING,1986-10-26,article,News,,"['Condominiums', 'Renting and Leasing', 'Housing']"
STOCKS WEAKENED IN QUARTER,1986-10-02,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
DINING OUT IN THE STRATOSPHERE: TRACKING TOP PRICES IN TOWN,1986-10-29,article,News,,"['Restaurants', 'PRICES']"
Grading Coins For Liquidity,1986-10-18,article,News,,['Numismatics']
Interest Rates Drop Modestly,1986-10-28,article,News,,"['Credit', 'Government Bonds']"
ECONOMIC GAINS SPUR THE DOLLAR,1986-11-01,article,News,,"['United States Economy', 'Gold', 'Currency', 'RATES']"
GENERAL EQUITY FUNDS AGAIN TRAIL THE MARKET,1986-10-04,article,News,,"['Mutual Funds', 'Stocks and Bonds']"
"BUSINESS DIGEST: TUESDAY, OCTOBER 7, 1986",1986-10-07,article,Summary,,[]
TREASURY SECURITIES REBOUND,1986-10-30,article,News,,"['DISCOUNT RATE', 'PRICES', 'Oil (Petroleum) and Gasoline', 'Finances', 'Stocks and Bonds', 'Government Bonds']"
"Dollar, Renewing Rally, Is at July Level vs. Yen",1986-10-25,article,News,,['Currency']
