headline,date,doc_type,material_type,section,keywords
"Get a Good U.K. Buy and Value, Too",1999-01-16,article,,,[]
Uncovered Short Positions Drop By 7.6% on Big Board,1999-01-23,article,News,,"['Short Selling', 'Stocks and Bonds']"
THINKING AHEAD / Commentary : Globalization:A Century's Perspective,1999-01-19,article,,,[]
Hall Refit for Pomp and Happenstance,1999-01-02,article,News,,"['PUBLIC BUILDINGS', 'Earthquakes', 'Restoration and Rehabilitation', 'CITY HALL (SAN FRANCISCO)']"
A Visit to Greece in a Glass,1999-01-31,article,Review,,[]
Foxy's New Best Friend,1999-01-24,article,News,,['Jewels and Jewelry']
"In Davos, He Outlines U.S. Plan for 'Broad and Deep' Cuts in Trade Talks : Gore Opens the Fight on Farm Tariffs",1999-01-30,article,,,[]
"AUTOS ON FRIDAY/Collecting; Cars With Star Quality, Rat Pack to Fab Four",1999-01-29,article,News,,"['Sales', 'Automobiles', 'Collectors and Collections', 'Antiques', 'Auctions', 'Prices (Fares, Fees and Rates)']"
"On the Road to Success, Help in the Home Stretch",1999-01-20,article,News,,['NEW YORK TIMES NEEDIEST CASES FUND']
"Fear of Falling?Relax, Global Deflation Might Be Good for You",1999-01-30,article,,,[]
