headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: SATURDAY, DECEMBER 31, 1988",1988-12-31,article,Summary,,[]
Trouble in Bombay: Thugs and Gang Killings,1988-12-14,article,News,,"['Organized Crime', 'Crime and Criminals']"
"WEEK IN BUSINESS;
Last-Minute Rush Of Bailout Deals",1989-01-01,article,News,,['United States Economy']
NUMISMATICS,1988-12-18,article,News,,"['Numismatics', 'PLATINUM']"
At the Nation's Table,1988-12-28,article,News,,['NIGHTCLUBS AND CABARETS']
Tribal Jewelry Gleams Across The Centuries,1988-12-04,article,News,,"['Reviews', 'Jewels and Jewelry', 'SHOWS (EXHIBITS)']"
THE MEDIA BUSINESS: Advertising; New York Ad Guide,1988-12-07,article,News,,"['ADVERTISING', 'PRICES', 'Directories']"
B.P. May Sell Mining Interests,1988-12-15,article,News,,"['Mergers, Acquisitions and Divestitures', 'Metals and Minerals']"
"NUMISMATICS;
International Show Will Open on Saturday",1988-12-04,article,News,,"['Numismatics', 'SHOWS (EXHIBITS)']"
'Dumping' Accusation By A.T.&T.,1988-12-21,article,News,,"['TELEPHONES', 'DUMPING (TRADE TERM)']"
