headline,date,doc_type,material_type,section,keywords
  Little Change Expected for Rates,1990-07-16,article,News,,['Credit']
Market Place;   Mutual Funds Are Resilient Despite Last Week's Plunge,1990-07-31,article,News,,"['Mutual Funds', 'Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
Fashion;   Summer Heat Cure: the Cool of Silver,1990-07-01,article,News,,"['Jewels and Jewelry', 'Silver']"
Health Funds Post Strong Gains,1990-07-06,article,News,,"['Environment', 'Mutual Funds', 'Medicine and Health', 'Stocks and Bonds', 'Biotechnology']"
"SHOPPER'S WORLD;

Galway's Symbol of Friendship: The Claddagh Ring",1990-07-15,article,News,,"['Travel and Vacations', 'NYTRAVEL']"
Currency;   Surprises From the Fed,1990-07-15,article,Statistics,,"['Currency', 'Credit']"
Pastimes;   Coins,1990-07-08,article,News,,"['Numismatics', 'Parks and Other Recreation Areas', 'National Parks, Monuments and Seashores']"
Dollar Drops Against Yen in Europe,1990-07-05,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'PRICES', 'Currency']"
Mutual Funds;   Balancing Retirement and Growth,1990-07-22,article,News,,"['INVESTMENT STRATEGIES', 'Mutual Funds', 'Stocks and Bonds', 'Retirement']"
BUSINESS DIGEST,1990-07-04,article,Summary,,['NO INDEX TERMS']
