headline,date,doc_type,material_type,section,keywords
A New Chapter for Saffron,2015-12-28,article,News,,['Spices']
"First Comes Baby, Then Comes Push Present? ",2015-12-03,article,News,,"['Pregnancy and Childbirth', 'Gifts', 'Jewels and Jewelry']"
Comedy Listings for Dec. 18-24,2015-12-18,article,Schedule,,"['Comedy and Humor', 'Culture (Arts)']"
Art Basel Miami Beach Shopping Events,2015-12-02,article,News,,"['Fashion and Apparel', 'Pop-Up Stores and Restaurants', 'Art Basel Miami Beach', 'Shopping and Retail']"
‘Fun Home’ Recoups on Broadway,2015-12-13,article,News,,"['Theater', 'Homosexuality and Bisexuality', 'Advertising and Marketing']"
Jewelry's Independent Women,2015-12-04,article,News,,"['Jewels and Jewelry', 'Women and Girls']"
Gwyneth’s Gift Guide,2015-12-11,article,Op-Ed,,"['Gifts', 'Christmas']"
"In Virtual Reality Headsets, Investors Glimpse the Future",2015-12-14,article,News,,"['Virtual Reality (Computers)', 'Venture Capital', 'Computer and Video Games', 'Wearable Computing']"
An Upper East Side Condo Wave ,2015-12-11,article,News,,"['Real Estate and Housing (Residential)', 'Condominiums']"
"‘The White Road,’ by Edmund de Waal",2015-12-10,article,Review,,['Books and Literature']
