headline,date,doc_type,material_type,section,keywords
Glencore’s Big Loss Reflects Hard Times for Mining Companies,2016-03-01,article,News,,"['Mines and Mining', 'Commodities', 'Company Reports']"
ADT in $6.9 Billion Deal to Sell Itself to Apollo Buyout Firm,2016-02-16,article,News,,"['Mergers, Acquisitions and Divestitures', 'Security and Warning Systems']"
House Hunting in ... Barbados,2016-02-03,article,News,,['Real Estate and Housing (Residential)']
Hotel News: A Moxy in New Orleans; Van Gogh in Chicago,2016-02-17,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings']"
Nervousness About Global Banking Giants Intensifies,2016-02-09,article,News,,"['Stocks and Bonds', 'Banking and Financial Institutions', 'United States Economy', 'Interest Rates', 'Nasdaq Composite Index', ""Standard & Poor's 500-Stock Index"", 'Dow Jones Stock Average']"
The Rise and Fall of the Unicorn,2016-02-12,article,News,,"['Start-ups', 'Venture Capital', 'Computers and the Internet']"
My First Police Stop,2016-02-01,article,News,,"['Poetry and Poets', 'Police', 'Education (K-12)']"
Free Coffee? Starbucks Saves Its Loyalty for Big Spenders,2016-02-25,article,News,,"['Customer Loyalty Programs', 'Airlines and Airplanes', 'Coffee']"
"Federal Reserve Won’t Backpedal on Interest Rates, Janet Yellen Says",2016-02-11,article,News,,"['United States Economy', 'Interest Rates', 'United States Politics and Government']"
A Blockbuster Deal Reassures the Art World,2016-02-26,article,News,,['Art']
