headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: THURSDAY, JUNE 26, 1986",1986-06-26,article,Summary,,[]
Your Money; Collecting Liberty Coins,1986-06-07,article,News,,"['Numismatics', 'Statue of Liberty', 'INVESTMENTS']"
"NUMISMATICS;
NEW MINT DESIGN",1986-06-29,article,News,,"['Numismatics', 'Statue of Liberty']"
Market Place; Best Returns For Investors,1986-06-12,article,News,,"['Currency', 'Stocks and Bonds']"
Advertising; Presenting Of Effie Awards,1986-06-05,article,News,,"['ADVERTISING', 'Restaurants', 'Awards, Decorations and Honors', 'Fast Food Industry']"
"NUMISMATICS;
COIN DESIGNS WILL BE JUDGED THIS WEEK",1986-06-08,article,News,,"['Numismatics', 'Gold', 'Silver']"
Ali Must Defend,1986-06-05,article,News,,"['Boxing', 'Suits and Litigation']"
"FOR DAD, GIFTS AND WEARABLES",1986-06-11,article,News,,"['Gifts', ""Father's Day""]"
"NUMISMATICS;
MEXICO ANNOUNCES ANOTHER SILVER LIBERTAD",1986-06-01,article,News,,"['Numismatics', 'Silver']"
THE CAREFUL SHOPPER,1986-06-01,article,News,,['RETAIL STORES AND TRADE']
