headline,date,doc_type,material_type,section,keywords
The Glittery Gifts May Not Be Gold,1987-12-13,article,News,,"['Finances', 'Gifts', 'Corporations', 'Parties (Social)']"
Chairman Succeeded At Handy & Harman,1987-12-25,article,News,,"['Suspensions, Dismissals and Resignations']"
BUSINESS TECHNOLOGY: Advances; Cost-Saving Device Helps Pay TV,1987-12-09,article,News,,"['PAY TELEVISION', 'Cable Television', 'Television']"
In the Region: Westchester and Connecticut; Finding Gold in Scarsdale's 'Flag Lots',1987-12-06,article,News,,['Housing']
"BUSINESS DIGEST: WEDNESDAY, DECEMBER 16, 1987",1987-12-16,article,Summary,,[]
WASHINGTON SEEMS CONTENT OVER FALL STOCK PRICES ALSO DROP,1987-12-01,article,News,,"['Recession and Depression', 'INTERNATIONAL MONETARY SYSTEM', 'United States Economy', 'Finances', 'Currency', 'Budgets and Budgeting', 'Stocks and Bonds']"
"BUSINESS DIGEST: THURSDAY, DECEMBER 31, 1987",1987-12-31,article,Summary,,[]
Dow Up by 8.62 in Seesaw Trading,1987-12-16,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"BUSINESS DIGEST: FRIDAY, DECEMBER 25, 1987",1987-12-25,article,Summary,,[]
"BUSINESS DIGEST: TUESDAY, DECEMBER 1, 1987",1987-12-01,article,Summary,,[]
