headline,date,doc_type,material_type,section,keywords
MOST WORLD STOCK MARKETS SOARED IN FIRST QUARTER OF YEAR,1986-03-31,article,News,,"['PRICES', 'Oil (Petroleum) and Gasoline', 'INTEREST (MONEY)', 'Credit', 'Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
On the Block,1986-03-21,article,News,,"['Auctions', 'Football']"
GLEAMING FILIGREE IN LISBON,1986-03-02,article,News,,"['Jewels and Jewelry', 'Travel and Vacations']"
"NUMISMATICS;
NEW FROM ISRAEL",1986-03-09,article,News,,['Numismatics']
REPORT ASSERTS U.S. STILL PERMITS MINING CLAIMS ON PROTECTED LAND,1986-03-28,article,News,,"['Mines and Mining', 'Gold', 'Wilderness Areas', 'Parks and Other Recreation Areas', 'Public Property', 'Silver']"
"NUMISMATICS;
CANADIAN HONORS FOR THE OLYMPICS",1986-03-23,article,News,,"['Numismatics', 'WINTER GAMES (OLYMPICS)', 'Olympic Games']"
RECENT RELEASES,1986-03-23,article,Review,,"['Music', 'Recordings (Video)', 'Reviews', 'CONCERTS AND RECITALS', 'CASSETTES']"
ZALE STRATEGY SHIFT PAYING OFF,1986-03-20,article,News,,"['Jewels and Jewelry', 'COMPANY AND ORGANIZATION PROFILES', 'MARKETING AND MERCHANDISING']"
"BUSINESS DIGEST: TUESDAY, MARCH 18, 1986",1986-03-18,article,Summary,,[]
"BUSINESS DIGEST: THURSDAY, MARCH 6, 1986",1986-03-06,article,Summary,,[]
