headline,date,doc_type,material_type,section,keywords
"Soviet Mine Woes Cited WASHINGTON, Dec. 6",1981-12-07,article,News,,"['Mines and Mining', 'Metals and Minerals', 'International Trade and World Market', 'Copper, Brass and Bronze']"
FINANCE BRIEFS,1981-12-02,article,News,,['NO INDEX TERMS']
Crafts,1981-12-20,article,Review,,"['Handicrafts', 'Museums', 'Art']"
NOTES ON FASHION,1981-12-29,article,News,,['APPAREL']
CITY TO STEP UP ITS ENFORCEMENT OF THE FIRE LAWS,1981-12-01,article,News,,"['Fines (Penalties)', 'FIRES AND FIREMEN', 'Law and Legislation', 'OFFICE BUILDINGS']"
NEW YORK FINDS 'PRO BONO' CASE NOTE QUITE FREE,1981-12-03,article,News,,"['PRICES', 'Suits and Litigation']"
BIG SHOW OPENS FRIDAY,1981-12-06,article,News,,['Conventions and Conferences']
REVIVING A LONDON LANDMARK,1981-12-15,article,News,,"['BARS AND RESTAURANTS', 'COMPANY AND ORGANIZATION PROFILES']"
STOCKS FALL BY 15.03 IN BROAD DROP,1981-12-15,article,News,,"['United States Economy', 'Dow Jones Stock Average']"
"RUFFS, RAINWEAR AND RED BAGS; 1. Chic Around the Collar",1981-12-16,article,News,,"['Holidays and Special Occasions', 'RETAIL STORES AND TRADE', 'APPAREL']"
