headline,date,doc_type,material_type,section,keywords
"Market Marks Time While Some Oils, Golds and Gambling Issues Post Gains",1979-06-01,article,Archives,,[]
Bond Prices Take a Sharp Drop,1979-06-01,article,Archives,,[]
CURRENCY MARKETS,1979-05-29,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
BUSINESS Digest,1979-05-22,article,Archives,,"['Oil (Petroleum) and Gasoline', 'International Trade and World Market']"
COMMODES,1979-05-24,article,Archives,,[]
CURRENCY MARKETS,1979-05-03,article,Archives,,[]
BUSINESS Digest,1979-05-24,article,Archives,,[]
CURRENCY MARKETS,1979-05-01,article,Archives,,[]
BUSINESS  Digest,1979-05-03,article,Archives,,[]
BUSINESS,1979-05-01,article,Archives,,[]
