headline,date,doc_type,material_type,section,keywords
"BUSINESS DIGEST: SATURDAY, JUNE 27, 1987",1987-06-27,article,Summary,,['United States Economy']
"BUSINESS DIGEST: SATURDAY, JUNE 6, 1987",1987-06-06,article,Summary,,[]
"BUSINESS DIGEST: TUESDAY, JUNE 30, 1987",1987-06-30,article,Summary,,[]
UNEASY CALM AT THE COMEX,1987-06-22,article,News,,"['Mergers, Acquisitions and Divestitures', 'Gold', 'FUTURES TRADING']"
China's Deficit Reduced,1987-06-04,article,News,,"['International Trade and World Market', 'Oil (Petroleum) and Gasoline', 'Gold', 'Textiles']"
"NUMISMATICS;
FRANCE HONORS AN ECONOMIC GENIUS",1987-06-21,article,News,,"['Numismatics', 'Gold', 'Silver']"
Oil at 17-Month Highs; July Contract Up by 14/,1987-06-20,article,News,,"['Oil (Petroleum) and Gasoline', 'FUTURES TRADING']"
8 DIE IN SOUTH AFRICA MINE CLASH,1987-06-06,article,News,,"['Mines and Mining', 'Gold', 'Demonstrations and Riots']"
"NUMISMATICS;
NEW CIONS FOR THE CONSTITUTION",1987-06-28,article,News,,['Numismatics']
"JAPAN'S TRADE SURPLUS FALLS, BUT NOT WITH U.S.",1987-06-12,article,News,,"['International Trade and World Market', 'BALANCE OF PAYMENTS AND TRADE']"
