headline,date,doc_type,material_type,section,keywords
Crude Oil Prices Gain On Saudi-Soviet Move,1987-01-15,article,News,,"['Metals and Minerals', 'PRICES', 'Oil (Petroleum) and Gasoline', 'FUTURES TRADING']"
"FOR WESTWOOD, RADIO IS GOLD",1987-01-22,article,News,,"['COMPANY AND ORGANIZATION PROFILES', 'Radio']"
"IN NEW YORK, TRADERS START TO SELL DOLLARS",1987-01-22,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'International Trade and World Market', 'Currency']"
DOLLAR ROUT HALTED FOR TIME BEING,1987-01-16,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'Currency']"
"BUSINESS DIGEST: TUESDAY, JANUARY 13, 1987",1987-01-13,article,Summary,,[]
DOLLAR FALLS 1% FURTHER VS. MARK,1987-01-13,article,News,,"['INTERNATIONAL MONETARY SYSTEM', 'EUROPEAN MONETARY SYSTEM (EMS)', 'Currency']"
STOCKS: UP YEAR ENDS ON DOWN NOTE,1987-01-01,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"BUSINESS DIGEST: THURSDAY, JANUARY 15, 1987",1987-01-15,article,Summary,,[]
Global Bull Market Had Vigorous Year,1987-01-05,article,News,,"['NINETEEN HUNDRED EIGHTY-SIX', 'Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME']"
AUSTRALIA'S 'LUCK' STARTS RUNNING OUT,1987-01-19,article,News,,['Economic Conditions and Trends']
