headline,date,doc_type,material_type,section,keywords
"Wait, the Bus Is Leaving Without Him",2012-06-07,article,Review,,"['Movies', 'Stunts and Stuntmen']"
Wary Buyers Still Pour Money Into Contemporary Art,2012-06-29,article,News,,['Auctions']
"Free Wi-Fi, but Speed Costs",2012-06-04,article,News,,"['Wireless Communications', 'HOTELS AND MOTELS', 'Travel and Vacations', 'Airlines and Airplanes', 'Airports', 'Computers and the Internet']"
Kenyan Government Official Killed in Air Crash,2012-06-10,article,News,,"['Deaths (Fatalities)', 'Aviation Accidents and Safety', 'Helicopters', 'Politics and Government']"
"How to Fly V.I.P., Perk by Perk",2012-06-08,article,News,,"['Travel and Vacations', 'Airlines and Airplanes']"
"Anna Schwartz, Economist Who Collaborated With Friedman, Dies at 96",2012-06-21,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Economics (Theory and Philosophy)']"
What Would Keynes Do?,2012-06-15,article,Review,,"['United States Economy', 'Books and Literature', 'Economic Conditions and Trends', 'Recession and Depression']"
"Looking for Cash, Congress Finds Some in a Corporate Pension Rule Tweak",2012-06-29,article,News,,"['Pensions and Retirement Plans', 'Student Loans', 'Income Tax', 'United States Politics and Government', 'Corporate Taxes', 'Infrastructure (Public Works)', 'Interest Rates']"
Large Works and Big Changes at Art Basel,2012-06-14,article,News,,"['Art', 'Art Basel (Festival)']"
A Summertime Wine Like No Other,2012-06-22,article,News,,"['Wines', 'Champagne (Wine)']"
