headline,date,doc_type,material_type,section,keywords
Treasury Securities Advance,1986-12-05,article,News,,"['INTEREST (MONEY)', 'Finances', 'Credit', 'Government Bonds', 'MONEY SUPPLY (ECONOMIC INDICATOR)']"
MODEST MATERIALS FOR RESTORING GILDING,1986-12-18,article,News,,"['Restoration and Rehabilitation', 'PRICES']"
PARTY SHOES TO MAKE CINDERELLA JEALOUS,1986-12-23,article,News,,"['Shoes and Boots', 'Women']"
A REMBRANDT PORTRAIT SELLS FOR $10.3 MILLION IN LONDON,1986-12-11,article,News,,"['Records and Achievements', 'PRICES', 'Auctions', 'Art']"
HANUKKAH OR CHRISTMAS GIFTS TO DELIGHT CHILDREN,1986-12-10,article,News,,"['CHRISTMAS GIFTS', 'Christmas']"
THE POLICE SAY STABBING VICTIM BAITED THE KILLER,1986-12-10,article,News,,"['Robberies and Thefts', 'Subways', 'Murders and Attempted Murders', 'Assaults', 'Transit Systems']"
THE CAREFUL SHOPPER,1986-12-28,article,News,,['RETAIL STORES AND TRADE']
ROLL THE DICE AND CROSS YOUR FINGERS,1986-12-14,article,Review,,['BOOK REVIEWS']
Audio Accessories To Stuff Stockings,1986-12-14,article,News,,"['CHRISTMAS GIFTS', 'Recording Equipment', 'Christmas']"
"NUMISMATICS;
DESIGNED FOR PEACE",1986-12-21,article,News,,"['Numismatics', 'PEACE']"
