headline,date,doc_type,material_type,section,keywords
Wall Street Slides on Heightened Anxiety Over the Trade War,2019-08-12,article,News,,"['Nasdaq Composite Index', 'Dow Jones Stock Average', ""Standard & Poor's 500-Stock Index"", 'International Trade and World Market']"
Caught on Video: Jewelry Store to the Stars Is Robbed by Armed Men in Disguises,2019-08-26,article,News,,"['Jewels and Jewelry', 'Robberies and Thefts', 'Firearms']"
Judge Sets May 2020 Trial Date in U.S. Women’s Soccer Lawsuit,2019-08-19,article,News,,"['Soccer', 'Wages and Salaries', 'Discrimination']"
The Fabric of Nigerian Weddings,2019-08-20,article,News,,"['Weddings and Engagements', 'Textiles', 'Fashion and Apparel', 'Nigerian-Americans']"
"Parlez-Vous Anglais? Yes, of Course.",2019-08-10,article,Op-Ed,,"['Language and Languages', 'Education (K-12)', 'English Language']"
Review: Kirsten Dunst Fights for Her Piece of the Pyramid Scheme,2019-08-22,article,News,,['Television']
"Jell-O as Art, Apocalypse-Ready Clothing and More",2019-08-30,article,News,,"['Art', 'Cooking and Cookbooks', 'Gelatin', 'Furniture', 'Textiles', 'Shopping and Retail', 'Cocktails and Mixed Drinks']"
DealBook Briefing: Can Two Tobacco Giants Save Themselves by Merging?,2019-08-28,article,News,,['Smoking and Tobacco']
Every Parent’s Nightmare: A Teenage Girl and an Uber Driver With His Own Plan,2019-08-27,article,News,,"['Car Services and Livery Cabs', 'Mobile Applications', 'Kidnapping and Hostages']"
Meet the Mami Chulas,2019-08-30,article,News,,"['Hispanic-Americans', 'Organizations, Societies and Clubs', 'Women and Girls', 'Dominican-Americans']"
