headline,date,doc_type,material_type,section,keywords
"NUMISMATICS;

AUCTIONS AND SALES",1985-09-01,article,News,,['TERMS NOT AVAILABLE']
SOUTH AFRICA'S ECONOMY FACES 2 URGENT THREATS,1985-08-30,article,News,,"['Mines, Explosive', 'Gold', 'Coal', 'Strikes', 'Credit', 'Economic Conditions and Trends']"
"  ETHNIC CALENDAR, PUMP FROM ITALY",1985-08-21,article,News,,['TERMS NOT AVAILABLE']
DOLLAR DIPS SHARPLY FOR 2D DAY,1985-08-13,article,News,,"['United States Economy', 'Currency']"
"BUSINESS DIGEST: THURSDAY, AUGUST 1, 1985",1985-08-01,article,Summary,,['TERMS NOT AVAILABLE']
"NUMISMATICS;

NEW ISREAL MEDAL DESIGNED BY HOLOGRAPHY",1985-08-25,article,News,,['TERMS NOT AVAILABLE']
"BUSINESS DIGEST: THURSDAY, AUGUST 29, 1985",1985-08-29,article,Summary,,['TERMS NOT AVAILABLE']
Remember the Oil Noose?,1985-08-12,article,Editorial,,"['Conservation of Resources', 'Taxation', 'INTERNATIONAL TRADE AND WORLDMARKET', 'PRICES', 'Oil (Petroleum) and Gasoline', 'Editorials', 'Shortages', 'Energy Efficiency', 'OIL IMPORT FEES (US)', 'Production']"
"INVESTING;

CHASING OPTION AND DIVIDEND INCOME",1985-08-04,article,News,,"['Stocks and Bonds', 'INVESTMENT STRATEGIES']"
FROM YUGOSLAVIA TO MONTVALE,1985-08-25,article,News,,['TERMS NOT AVAILABLE']
