headline,date,doc_type,material_type,section,keywords
"WEDNESDAY, MAY 13, 1981; The Economy",1981-05-13,article,News,,['NO INDEX TERMS']
WINTER OLYMPICS ENDING ITS DEFICIT IN LAKE PLACID,1981-05-26,article,News,,"['Finances', 'Olympic Games']"
"The Careful Shopper;
Capezio Has Leotards And Dance Footwear",1981-05-31,article,News,,"['RETAIL STORES AND TRADE', 'APPAREL', 'Dancing', 'Shoes and Boots']"
"NUMISMATICS;
THE DAWN OF A NEW ERA FOR COMMEMORATIVES",1981-05-24,article,News,,"['Numismatics', 'Collectors and Collections']"
"DOW RETREATS BELOW 1,000",1981-05-01,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
Irving Rate Rise a Major Factor,1981-05-02,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
RISING INTEREST RATES SEND STOCKS LOWER,1981-05-22,article,News,,"['INTEREST (MONEY)', 'Credit', 'Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
"Business Digest; SATURDAY, MAY 23, 1981; The Economy",1981-05-23,article,News,,['NO INDEX TERMS']
The Week in Business; MONEY SUPPLY UP $3.1 BILLION,1981-05-17,article,News,,"['Sales', 'United States Economy', 'Corporations', 'CONTRACTS']"
NOTES ON FASHION,1981-05-19,article,News,,['APPAREL']
