headline,date,doc_type,material_type,section,keywords
Judith Leiber Adds 700 Pieces of Jewelry to Its Handbag Universe,2019-03-22,article,News,,"['Jewels and Jewelry', 'Handbags and Purses', 'your-feed-fashion']"
From the Trump Shuttle to Air Force One: A Self-Declared Aviation Expert,2019-03-15,article,News,,"['United States Politics and Government', 'Airlines and Airplanes', 'Boeing 737 Max Groundings and Safety Concerns (2019)']"
"Who’s Getting Rich When Uber, Slack and Other ‘Unicorns’ Go Public",2019-03-28,multimedia,Interactive Feature,,['Initial Public Offerings']
The Watchmaker of Shenzhen,2019-03-20,article,News,,['Watches and Clocks']
The Shock Over Casio’s New G-Shock,2019-03-20,article,News,,"['Watches and Clocks', 'your-feed-fashion']"
Finding Art Beyond Darkness,2019-03-07,article,News,,"['Art', 'Design', 'Architecture', 'Museums']"
"$1.3 Million Homes in Connecticut, Arizona and Oregon",2019-03-27,article,News,,['Real Estate and Housing (Residential)']
"Levi’s, Whose Jeans Are a Rugged Symbol of Americana, Prepares to Go Public",2019-03-18,article,News,,"['Jeans (Apparel)', 'Shopping and Retail', 'Stocks and Bonds', 'Advertising and Marketing', 'Initial Public Offerings']"
"Custom Cars, Made to Order While You Wait (a Couple of Months)",2019-03-14,article,News,,"['Automobiles', 'Advertising and Marketing']"
The Erotic Story of a Woman and the Mermaid Who Loves Her,2019-03-20,article,News,,"['Watches and Clocks', 'your-feed-fashion']"
