headline,date,doc_type,material_type,section,keywords
"For This Rower, the Career Can Wait",2012-07-13,article,News,,"['Olympic Games (2012)', 'Rowing']"
House Hunting in ... Australia,2012-07-18,article,News,,['Real Estate and Housing (Residential)']
Bantam,2012-07-04,article,Review,,"['Bars', 'NIGHTCLUBS AND CABARETS']"
More Credit Cards Without Foreign Transaction Fees,2012-07-25,article,News,,"['Credit Cards', 'Prices (Fares, Fees and Rates)']"
‘Ruin Porn’ — the Aftermath of the Beijing Olympics,2012-07-15,article,News,,[]
TPG Makes a $714 Million Takeover Bid for Billabong,2012-07-24,article,News,,"['Private Equity', 'Mergers, Acquisitions and Divestitures']"
Former Lehman Operating Chief Puts Mansion Up for Sale,2012-07-24,article,News,,['Real Estate and Housing (Residential)']
Low-Tech Life Savers,2012-07-06,article,News,,[]
"In Ads, the Workers Rise Up ... and Go to Lunch",2012-07-07,article,News,,"['Labor and Jobs', 'Work-Life Balance', 'Advertising and Marketing', 'Paid Time Off']"
"100, 75, 50 Years Ago",2012-07-12,article,News,,[]
