headline,date,doc_type,material_type,section,keywords
AMEX PLAN: OPTION TIED TO METALS,1981-08-28,article,News,,"['FUTURES TRADING', 'Gold', 'OPTIONS TRADING', 'Silver']"
Panning Out,1981-08-31,article,News,,"['Hockey, Ice', 'PROFESSIONAL ATHLETICS', 'Gold', 'Exploration of Resources']"
ARMS BUDGET IN SOUTH AFRICA IS BEING RAISED BY 40 PERCENT,1981-08-13,article,News,,"['ARMAMENT, DEFENSE AND MILITARY FORCES', 'GOVERNMENT SPENDING']"
Bechtel in Pursuit Of Mountain of Ore,1981-08-13,article,News,,"['Foreign Investments', 'Mines and Mining', 'Copper, Brass and Bronze', 'Gold']"
Costumes and Masks Fit for a Ball,1981-08-09,article,News,,"['COMPANY AND ORGANIZATION PROFILES', 'Office Equipment', 'APPAREL', 'RETAIL STORES AND TRADE']"
Numismatics; THE MARKET MOOD IS DECIDEDLY DOWNBEAT,1981-08-16,article,News,,"['Numismatics', 'Collectors and Collections']"
Berkshire Weighs Handy Bid,1981-08-12,article,News,,"['Mergers, Acquisitions and Divestitures', 'Stocks and Bonds']"
"Business Digest; FRIDAY, AUGUST 28, 1981; Markets",1981-08-28,article,News,,['NO INDEX TERMS']
Insurer Seeks Strike Ruling,1981-08-29,article,News,,"['LABOR', 'Insurance', 'Suits and Litigation', 'Strikes', 'Air Traffic Control']"
Notes; TIPS FOR VACATION MOTORISTS,1981-08-09,article,News,,"['Automobiles', 'Travel and Vacations']"
