headline,date,doc_type,material_type,section,keywords
Burnishing Cartier’s ‘Luxury of the Invisible’,2021-04-12,article,News,,"['Watches and Clocks', 'Jewels and Jewelry', 'Luxury Goods and Services', 'your-feed-fashion']"
"Their father was dying, so two brothers in India went on a desperate hunt for oxygen.",2021-04-28,article,News,,"['internal-essential', 'Coronavirus (2019-nCoV)', 'Oxygen', 'Deaths (Fatalities)', 'Hospitals']"
The Times in Which We Live,2021-04-13,article,News,,"['Watches and Clocks', 'Diamonds', 'Jewels and Jewelry']"
What’s Good About Tech Bubbles,2021-04-05,article,News,,"['Bicycles and Bicycling', 'Airlines and Airplanes', 'Budget Travel', 'Computers and the Internet']"
"Man-Made Diamonds Grow, but Not on Watch Brands",2021-04-06,article,News,,"['Watches and Clocks', 'Diamonds', 'Factories and Manufacturing', 'Luxury Goods and Services']"
"Johnson & Johnson, Minnesota, Big Ben: Your Tuesday Evening Briefing",2021-04-13,article,briefing,,[]
Bitcoin Is Normal Now. Yay?,2021-04-15,article,News,,"['Virtual Currency', 'Bitcoin (Currency)']"
Why Is Jesus Still Wounded After His Resurrection?,2021-04-03,article,Op-Ed,,"['Easter and Holy Week', 'Love (Emotion)', 'Art', 'Christians and Christianity', 'Empathy', 'Books and Literature']"
The Ghosts of Brooks Brothers,2021-04-02,article,News,,"['Shopping and Retail', 'Bankruptcies', 'Fashion and Apparel', 'Renting and Leasing (Real Estate)', 'Quarantine (Life and Culture)']"
Making Gifts for Those Who Have Everything,2021-04-05,article,News,,"['Watches and Clocks', 'Gifts', 'Firearms']"
