headline,date,doc_type,material_type,section,keywords
Mining Giant Was Warnedon Pollution in Indonesia,2004-12-22,article,News,,"['Mines and Mining', 'Hazardous and Toxic Substances', 'Environment', 'Gold', 'Suits and Litigation', 'Air Pollution', 'Mercury (Metal)']"
World Business Briefings,2004-12-25,article,News,,[]
A year of drama : Sports 2004,2004-12-28,article,News,,[]
Duccio Gem Perched Between Artistic Eras,2004-12-20,article,Review,,"['Reviews', 'Museums', 'Art']"
"King Tut Treasures Will Return to U.S., but Won't Stop at the Met",2004-12-01,article,News,,"['Archaeology and Anthropology', 'Egyptian Civilization', 'Prices (Fares, Fees and Rates)', 'Museums', 'Art', 'Travel and Vacations']"
Birds and Dancing Ladies Skew the '12 Days' Index,2004-12-25,article,News,,"['Finances', 'Prices (Fares, Fees and Rates)', 'Economic Conditions and Trends', 'Indexers and Indexing', 'Christmas']"
Congo back on the brink II : The dark heart of mineral exploitation,2004-12-24,article,News,,[]
Mixed Message in Amityville,2004-12-19,article,Review,,"['Reviews', 'Restaurants']"
BUSINESS DIGEST,2004-12-04,article,Summary,,[]
"For the Gamer Who Wants Some Extra Zip, a Mouse That Doesn't Crawl",2004-12-16,article,News,,"['WORLD CYBER GAMES', 'Computer and Video Games']"
