headline,date,doc_type,material_type,section,keywords
Beauty and the power of myth,2004-04-28,article,,,[]
"On This Accessory, the Jury Isn't Out",2004-04-18,article,News,,['Handbags and Purses']
Check From Sprinter's Account Sent to Balco,2004-04-24,article,News,,"['Steroids', 'Olympic Games', 'SUMMER GAMES (OLYMPICS)', 'Athletics and Sports', 'Track and Field', 'Olympic Games (2004)', 'Drug Abuse and Traffic']"
THE GUIDE,2004-04-25,article,Schedule,,[]
Comcast Withdraws Its Bid for The Walt Disney Company,2004-04-28,article,News,,"['Company Reports', 'Cable Television']"
"In a Year When Most Are Winners, There Are Some Surprising Losers",2004-04-19,article,News,,['Automobiles']
Return of Japanese to prominence at exhibits and sales,2004-04-24,article,News,,[]
Return of Japanese to prominence at exhibits and sales,2004-04-24,article,,,[]
ANTIQUES,2004-04-16,article,News,,"['Antiques', 'Auctions', 'Art']"
Medco to Pay $29.3 Million to Settle Complaints of Drug Switching,2004-04-27,article,News,,"['Frauds and Swindling', 'REBATES', 'Health Insurance and Managed Care', 'Drugs (Pharmaceuticals)', 'Suits and Litigation', 'Doctors', 'Consumer Protection', 'Medicine and Health']"
