headline,date,doc_type,material_type,section,keywords
World Gold,1978-07-26,article,Archives,,[]
World Gold,1978-07-04,article,Archives,,[]
World Gold,1978-07-29,article,Archives,,[]
World Gold,1978-07-20,article,Archives,,[]
World Gold,1978-07-12,article,Archives,,[]
Prices Jump In Silver,1978-07-22,article,Archives,,[]
Commodities,1978-07-03,article,Archives,,['Currency']
$55 Million Raised in 3d Gold Sale,1978-07-19,article,Archives,,['Currency']
COMMODITIESPrecious Metals Futures And Gold Up Moderately,1978-07-20,article,Archives,,[]
Record I.M.M. Seat Price,1978-07-12,article,Archives,,['FUTURES TRADING']
