headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1991-01-17,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-01-03,article,Summary,,['NO INDEX TERMS']
Oil Leaps By $3.49 on War Fears,1991-01-15,article,News,,"['International Trade and World Market', 'PRICES', 'Oil (Petroleum) and Gasoline']"
War Fears Send Dow Falling 43.32,1991-01-08,article,News,,"['ARMAMENT, DEFENSE AND MILITARY FORCES', 'IRAQ-INTERNATIONAL RELATIONS-US', 'Stocks and Bonds', 'Dow Jones Stock Average', 'UNITED STATES ARMAMENT AND DEFENSE', 'STOCK PRICES AND TRADING VOLUME']"
Dow Jumps 114.60 Points; Tokyo Gains,1991-01-18,article,News,,"['Records and Achievements', 'ARMAMENT, DEFENSE AND MILITARY FORCES', 'Persian Gulf War', 'Security and Warning Systems', 'Stocks and Bonds', 'MILITARY ACTION', 'Terrorism', 'Dow Jones Stock Average', 'UNITED STATES ARMAMENT AND DEFENSE', 'STOCK PRICES AND TRADING VOLUME']"
BUSINESS DIGEST,1991-01-12,article,Summary,,['NO INDEX TERMS']
Dow Ends Worst Year Since 1981,1991-01-01,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
Control Data Sells A Chip Factory,1991-01-03,article,News,,"['SEMICONDUCTORS', 'Mergers, Acquisitions and Divestitures', 'FACTORIES AND INDUSTRIAL PLANTS', 'DATA PROCESSING (COMPUTERS)']"
Markets in U.S. Shift Abruptly On Gulf Report,1991-01-10,article,Summary,,"['United States International Relations', 'International Relations', 'IRAQ-INTERNATIONAL RELATIONS-US', 'Stocks and Bonds', 'STOCK PRICES AND TRADING VOLUME', 'UNITED STATES ARMAMENT AND DEFENSE']"
Heirloom-Worthy Jewelry for Children Is Revived,1991-01-06,article,News,,"['Jewels and Jewelry', 'Children and Youth']"
