headline,date,doc_type,material_type,section,keywords
"COMPANY NEWS Homestake Mining Stock Soars; Gold Discovery Pushes Price To 79 , Up 7",1980-08-29,article,Archives,,[]
Commodities; Platinum's Price: Is It Too Low?,1980-08-18,article,Archives,,[]
CURRENCY MARKETS Gold Down in New York; Dollar Regains Strength; Gold Markets Termed Nervous ,1980-08-22,article,Archives,,[]
"COMMODITIES; Gold Futures Climb; Copper, Silver Also Up ",1980-08-21,article,Archives,,[]
CURRENCY MARKETS; Gold in Sharp Decline As Dollar Shows Gains Concern Over Monetary Policy ,1980-08-26,article,Archives,,[]
Gold Gains in New York; Dollar Rates Are Mixed,1980-08-27,article,Archives,,[]
CURRENCY MARKETS Gold Gains on Saudi Call For Action Against Israel; Italian Central Bank Intervenes,1980-08-15,article,Archives,,[]
World Gold,1980-08-01,article,Archives,,[]
World Gold,1980-08-07,article,Archives,,[]
World Gold,1980-08-26,article,Archives,,[]
