headline,date,doc_type,material_type,section,keywords
"Amid Bitcoin Uncertainty, ‘the Smart Money Knows That Crypto Is Not Ready’",2019-04-02,article,News,,"['Bitcoin (Currency)', 'Virtual Currency', 'Regulation and Deregulation of Industry', 'Robberies and Thefts']"
"Rhino Poacher Killed by Elephant and Eaten by Lions, Officials Say",2019-04-07,article,News,,"['Poaching (Wildlife)', 'Rhinoceroses', 'Deaths (Fatalities)', 'Lions', 'Elephants']"
Your Gas Stove Is Bad for You and the Planet,2019-05-01,article,Op-Ed,,"['Ovens and Stoves', 'Refrigerators', 'Electric Light and Power', 'Natural Gas', 'Energy and Power', 'Global Warming', 'Air Pollution']"
"Claude Lalanne, Whimsical (and Sought-After) Sculptor, Is Dead at 93",2019-04-17,article,Obituary (Obit),,"['Sculpture', 'Deaths (Obituaries)']"
Are You Ready for Drive-Thru Botox?,2019-04-30,article,News,,"['Botox (Drug)', 'Face']"
"Notre-Dame, Royal Family, Nissan: Your Wednesday Briefing",2019-04-17,article,briefing,,['Fires and Firefighters']
Risky Stem-Cell Treatments Come Under F.D.A. Scrutiny — Again,2019-04-03,article,News,,"['Stem Cells', 'Regulation and Deregulation of Industry']"
"Trump Says He Wants Herman Cain, Former Pizza Executive, for Fed Board",2019-04-04,article,News,,"['Appointments and Executive Changes', 'United States Economy', 'United States Politics and Government', 'Sexual Harassment']"
It’s the Day After April Fools’ Day,2019-04-02,article,Op-Ed,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Economy', 'Health Insurance and Managed Care', 'United States Politics and Government', 'News and News Media', 'Monuments and Memorials (Structures)', 'Patient Protection and Affordable Care Act (2010)']"
"Rewatching ‘Game of Thrones,’ Season 7: Be a Dragon",2019-04-08,article,News,,['Television']
