headline,date,doc_type,material_type,section,keywords
Winning the Long Game in Love,2022-12-09,article,News,,['Weddings and Engagements']
Five State Parks to Visit This Winter,2022-12-06,article,briefing,,[]
"T. Rex Skull Brings $6.1 Million at Sotheby’s, Well Below Estimate",2022-12-09,article,News,,"['Auctions', 'Museums', 'Dinosaurs', 'Paleontology', 'Fossils']"
How to Upcycle Your Wedding Dress,2022-12-08,article,News,,"['Weddings and Engagements', 'Sustainable Living', 'Content Type: Service', 'Dresses']"
"In Jewelry, Mini Meets Maxi",2022-12-05,article,News,,"['Jewels and Jewelry', 'Design', 'Shopping and Retail', 'your-feed-fashion']"
Bella Thorne Gets Into Jewelry,2022-12-05,article,News,,"['Jewels and Jewelry', 'your-feed-fashion']"
A Parisian Jeweler Uses Gems to Help Ocean Reefs,2022-12-05,article,News,,"['Jewels and Jewelry', 'Reefs', 'Fish and Other Marine Life', 'Coral', 'your-feed-fashion']"
He Vowed to Transform Peru. Instead He’s Facing His Third Impeachment.,2022-12-05,article,News,,"['Impeachment', 'Politics and Government', 'Income Inequality', 'Rural Areas']"
A Guide to Signing Up for Health Coverage,2022-12-09,article,News,,"['Patient Protection and Affordable Care Act (2010)', 'Health Insurance and Managed Care', 'Personal Finances', 'Content Type: Service']"
Bulgari’s Serpenti Turns 75,2022-12-05,article,News,,"['Jewels and Jewelry', 'Watches and Clocks', 'Snakes', 'Shopping and Retail', 'your-feed-fashion']"
