headline,date,doc_type,material_type,section,keywords
Jewelry Reflects Desire for Femininity and Fantasy : Gems Again Have a Cool Edge,1998-03-13,article,News,,[]
Swiss Banks Face Deadline And Sanctions,1998-03-26,article,News,,"['Embargoes and Economic Sanctions', 'NAZI POLICIES TOWARD JEWS AND OTHER MINORITIES', 'Banks and Banking']"
ANTIQUES,1998-03-20,article,Review,,"['Reviews', 'Antiques', 'Auctions']"
Another Scenario : LETTERS TO THE EDITOR,1998-03-05,article,,,[]
We'll Have The Chateau Cuervo,1998-03-15,article,News,,"['Tequila', 'Wines', 'Prices (Fares, Fees and Rates)', 'Fads', 'Alcoholic Beverages']"
An Old Barn's Soul Inhabits Twin Peaks,1998-03-05,article,News,,['Architecture']
"From Silver to Strap Hinges, Bargains Worth Lining Up For",1998-03-22,article,News,,['RUMMAGE SALES']
Simplicity In Bronze,1998-03-27,article,Review,,"['ARCHEOLOGY AND ANTHROPOLOGY', 'Art', 'CHINESE CIVILIZATION']"
Brooklyn to Display Romanov Treasures,1998-03-08,article,News,,['Jewels and Jewelry']
"Floats Like a Butterfly, But Stings Like a Bee",1998-03-08,article,News,,['Automobiles']
