headline,date,doc_type,material_type,section,keywords
BUSINESS DIGEST,1991-05-01,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-04-05,article,Summary,,['NO INDEX TERMS']
BUSINESS DIGEST,1991-04-23,article,Summary,,['NO INDEX TERMS']
Program Selling Pushes Dow Down 45.54,1991-04-10,article,News,,"['Stocks and Bonds', 'Dow Jones Stock Average', 'STOCK PRICES AND TRADING VOLUME']"
Topics of The Times; Pen Chic,1991-04-03,article,Editorial,,"['Pens and Pencils', 'PRICES', 'Editorials']"
Coins,1991-04-14,article,News,,"['Numismatics', 'Oil (Petroleum) and Gasoline', 'Currency']"
Coins,1991-04-28,article,News,,['TERMS NOT AVAILABLE']
BRIEFS,1991-04-11,article,News,,['NO INDEX TERMS']
On the Street; The Handbag to Have,1991-04-14,article,News,,['Handbags and Purses']
Magma Copper Co. reports earnings for Qtr to March 31,1991-04-25,article,Statistics,,['Company Reports']
