headline,date,doc_type,material_type,section,keywords
CURRENCY MARKETS; Gold in Mixed Pattern; Dollar Shows Strength,1980-02-09,article,Archives,,[]
Dollar Weakens Abroad But Gains in New York; Late Rates in Europe ,1980-02-29,article,Archives,,[]
"CURRENCY MARKETS Gold Plunges Abroad, Recovers in New York; Late Rates in New York ",1980-02-21,article,Archives,,[]
COMMODITIES Cotton and Sugar Prices Advance as Gold Drops,1980-02-05,article,Archives,,[]
COMMODITIES Copper Futures Climb; Gold Also Advances; Silver Climbs Slightly,1980-02-28,article,Archives,,[]
COMMODITIES Cotton Futures Advance; Gold and Copper Down; Crop Problems Provide Support ,1980-02-27,article,Archives,,[]
COMMODITIES Gold Futures Move Up; Copper Continues Down; Copper Continues Down ,1980-02-21,article,Archives,,[]
Talking Business; Metamorphosis Of Gold Jewelry,1980-02-16,article,Archives,,[]
World Gold,1980-03-01,article,Archives,,[]
World Gold,1980-02-08,article,Archives,,[]
