headline,date,doc_type,material_type,section,keywords
India May Push Panning For Gold as Price Rises,1979-09-08,article,Archives,,"['Gold', 'Gold']"
Rise in Rates and Gold Lowers Stocks,1979-09-19,article,Archives,,"['STOCKS AND BONDS (GENERAL)', 'STOCK PRICES AND TRADING VOLUME']"
Wealthy New Investors Fueling the Gold Market,1979-09-17,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
"Gold Soars, Tops $340 Abroad",1979-09-07,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
CURRENCY MARKETS Gold Continues to Rise,1979-09-06,article,Archives,,"['Gold', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
"The Editorial Notebook Blue Chips, Gold Bugs",1979-09-19,article,Archives,,"['Gold', 'STOCKS AND BONDS (GENERAL)', 'Currency', 'INTERNATIONAL MONETARY SYSTEM']"
Gold and Silver Prices Spiral;Prime Rate Boosted to 12¾ Percent,1979-09-09,article,Archives,,"['CREDIT (GENERAL)', 'CREDIT (GENERAL)', 'PRIME RATE']"
CURRENCY MARKETS Gold and Silver Climb; Dollar Finishes Mixed,1979-09-15,article,Archives,,['Gold']
Gold Soars To $355.50 In London,1979-09-18,article,Archives,,"['Gold', 'AEROSPACE INDUSTRIES AND SCIENCES']"
Fears of Economic Distress Prompt Surge of Gold Fever,1979-09-23,article,Archives,,[]
